Wall time,Step,Value
1672139860,1638,0.995370388
1672139880,1640,0.99704355
1672139891,1641,0.996225834
1672139901,1642,0.992564917
1672139911,1643,0.997307777
1672139921,1644,0.994124889
1672139932,1645,0.994527459
1672139952,1647,0.996301353
1672139962,1648,0.996074855
1672139993,1651,0.996628404
1672140003,1652,0.991696835
1672140024,1654,0.994854569
1672140034,1655,0.992741048
1672140065,1658,0.996011972
1672140075,1659,0.995294869
1672140086,1660,0.995936513
1672140096,1661,0.99627614
1672140106,1662,0.996326506
1672140127,1664,0.99518168
1672140168,1668,0.990463972
1672140191,1670,0.997169375
1672140202,1671,0.992313325
1672140212,1672,0.993860722
1672140244,1675,0.994867146
1672140255,1676,0.993999124
1672140276,1678,0.996339083
1672140287,1679,0.992112041
1672140319,1682,0.996376812
1672140330,1683,0.993609071
1672140341,1684,0.996729076
1672140351,1685,0.995294869
1672140373,1687,0.996364236
1672140395,1689,0.995433271
1672140416,1691,0.995722651
1672140427,1692,0.99335748
1672140449,1694,0.991986215
1672140460,1695,0.994766533
1672140470,1696,0.99481684
1672140481,1697,0.991294265
1672140502,1699,0.992464244
1672140534,1702,0.992502034
1672140545,1703,0.996376812
1672140556,1704,0.995206833
1672140566,1705,0.993583918
1672140577,1706,0.995345235
1672140609,1709,0.99514395
1672140620,1710,0.996213257
1672140641,1712,0.99550873
1672140652,1713,0.9940117
1672140662,1714,0.994137466
1672140673,1715,0.994879723
1672140694,1717,0.996389389
1672140705,1718,0.994980395
1672140716,1719,0.996540368
1672140758,1723,0.994691014
1672140790,1726,0.994464576
1672140801,1727,0.996301353
1672140812,1728,0.99368459
1672140844,1731,0.996452272
1672140854,1732,0.995621979
1672140865,1733,0.993483305
1672140875,1734,0.995043278
1672140886,1735,0.996326506
1672140907,1737,0.992942333
1672140918,1738,0.994200408
1672140929,1739,0.994942605
1672140962,1742,0.995408118
1672140973,1743,0.996540368
1672140995,1745,0.995621979
1672141006,1746,0.995710015
1672141017,1747,0.99477911
1672141050,1750,0.991533339
1672141071,1752,0.994904876
1672141082,1753,0.996326506
1672141094,1754,0.99623841
1672141107,1755,0.995357811
1672141120,1756,0.995420694
1672141155,1759,0.994401693
1672141189,1762,0.992904603
1672141201,1763,0.996942937
1672141236,1766,0.997219682
1672141248,1767,0.995043278
1672141294,1771,0.989432395
1672141329,1774,0.989293993
1672141341,1775,0.988124013
1672141363,1777,0.997093916
1672141387,1779,0.994741321
1672141410,1781,0.994590402
1672141421,1782,0.987998188
1672141433,1783,0.996729076
1672141444,1784,0.994074583
1672141491,1788,0.99631393
1672141502,1789,0.995332658
1672141514,1790,0.991394937
1672141537,1792,0.990828812
1672141549,1793,0.991621375
1672141560,1794,0.992980063
1672141607,1798,0.993030369
1672141630,1800,0.994691014
1672141654,1802,0.995521307
1672141678,1804,0.988690138
1672141690,1805,0.996741652
1672141714,1807,0.995521307
1672141727,1808,0.997496486
1672141762,1811,0.99587357
1672141786,1813,0.993030369
1672141797,1814,0.991206229
1672141831,1817,0.997131646
1672141865,1820,0.994263291
1672141909,1824,0.995043278
1672141933,1826,0.995798111
1672141945,1827,0.99299264
1672141978,1830,0.997307777
1672142023,1834,0.994250715
1672142034,1835,0.995408118
1672142046,1836,0.995169103
1672142057,1837,0.995860994
1672142090,1840,0.993193924
1672142102,1841,0.994691014
1672142113,1842,0.993533611
1672142136,1844,0.981619895
1672142147,1845,0.993143618
1672142158,1846,0.993420362
1672142180,1848,0.995621979
1672142192,1849,0.994238138
1672142225,1852,0.995219409
1672142237,1853,0.99514395
1672142259,1855,0.995609403
1672142281,1857,0.996401966
1672142292,1858,0.993571341
1672142304,1859,0.994841993
1672142348,1863,0.993521035
1672142382,1866,0.994137466
1672142393,1867,0.982626319
1672142404,1868,0.994904876
1672142415,1869,0.992728472
1672142450,1872,0.995521307
1672142483,1875,0.994212985
1672142495,1876,0.993269444
1672142506,1877,0.986664653
1672142517,1878,0.994955242
1672142529,1879,0.992275536
1672142551,1881,0.990916848
1672142585,1884,0.995307446
1672142619,1887,0.99594909
1672142665,1891,0.988212049
1672142676,1892,0.989621103
1672142687,1893,0.995282292
1672142699,1894,0.994074583
1672142710,1895,0.993420362
1672142733,1897,0.991973639
1672142744,1898,0.990451396
1672142756,1899,0.994112313
,2000,
